path,source,author,license,url,retrieved,notes
assets/art/gear/KILN_VEST.png,assets/incoming/ravenmore-fantasy-icon-pack/128/upg_armor.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.KILN_VEST (icon 128x128 via tools/normalize_art.py)
assets/art/gear/MARROWS_TARP.png,assets/incoming/ravenmore-fantasy-icon-pack/128/map.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.MARROWS_TARP (icon 128x128 via tools/normalize_art.py)
assets/art/gear/MOTH_EDGE.png,assets/incoming/ravenmore-fantasy-icon-pack/128/dagger.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.MOTH_EDGE (icon 128x128 via tools/normalize_art.py)
assets/art/gear/PIPSIGHT_LENS.png,assets/incoming/ravenmore-fantasy-icon-pack/128/gemBlue.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.PIPSIGHT_LENS (icon 128x128 via tools/normalize_art.py)
assets/art/gear/PIT_STRIDERS.png,assets/incoming/ravenmore-fantasy-icon-pack/128/upg_spear.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.PIT_STRIDERS (icon 128x128 via tools/normalize_art.py)
assets/art/gear/RUST_GREAVES.png,assets/incoming/ravenmore-fantasy-icon-pack/128/upgShieldSmall.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.RUST_GREAVES (icon 128x128 via tools/normalize_art.py)
assets/art/gear/SCRAP_CAP.png,assets/incoming/ravenmore-fantasy-icon-pack/128/helmet.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.SCRAP_CAP (icon 128x128 via tools/normalize_art.py)
assets/art/gear/SIXTH_SEAT.png,assets/incoming/ravenmore-fantasy-icon-pack/128/gemRed.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.SIXTH_SEAT (icon 128x128 via tools/normalize_art.py)
assets/art/gear/SLAGJAW_TOOTH.png,assets/incoming/ravenmore-fantasy-icon-pack/128/upg_sword.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.SLAGJAW_TOOTH (icon 128x128 via tools/normalize_art.py)
assets/art/gear/SLAG_PLATE.png,assets/incoming/ravenmore-fantasy-icon-pack/128/armor.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.SLAG_PLATE (icon 128x128 via tools/normalize_art.py)
assets/art/gear/SPIKE_MAUL.png,assets/incoming/ravenmore-fantasy-icon-pack/128/axe.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.SPIKE_MAUL (icon 128x128 via tools/normalize_art.py)
assets/art/gear/TALLOW_HOOD.png,assets/incoming/ravenmore-fantasy-icon-pack/128/scroll.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.TALLOW_HOOD (icon 128x128 via tools/normalize_art.py)
assets/art/gear/THIEFS_MITTS.png,assets/incoming/ravenmore-fantasy-icon-pack/128/upg_dagger.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.THIEFS_MITTS (icon 128x128 via tools/normalize_art.py)
assets/art/gear/TICK_CARAPACE.png,assets/incoming/ravenmore-fantasy-icon-pack/128/shield.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.TICK_CARAPACE (icon 128x128 via tools/normalize_art.py)
assets/art/gear/TONG_GLOVES.png,assets/incoming/ravenmore-fantasy-icon-pack/128/tools.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.TONG_GLOVES (icon 128x128 via tools/normalize_art.py)
assets/art/gear/TWIN_PIP.png,assets/incoming/ravenmore-fantasy-icon-pack/128/gemGreen.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.TWIN_PIP (icon 128x128 via tools/normalize_art.py)
assets/art/gear/placeholder.png,assets/incoming/ravenmore-fantasy-icon-pack/128/x.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,icon.placeholder (icon 128x128 via tools/normalize_art.py)
assets/art/gear/slot_AMULET.png,assets/incoming/ravenmore-fantasy-icon-pack/128/gemBlue.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.slot.AMULET (icon 128x128 via tools/normalize_art.py)
assets/art/gear/slot_BACK.png,assets/incoming/ravenmore-fantasy-icon-pack/128/backpack.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.slot.BACK (icon 128x128 via tools/normalize_art.py)
assets/art/gear/slot_CHEST.png,assets/incoming/ravenmore-fantasy-icon-pack/128/armor.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.slot.CHEST (icon 128x128 via tools/normalize_art.py)
assets/art/gear/slot_HANDS.png,assets/incoming/ravenmore-fantasy-icon-pack/128/tools.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.slot.HANDS (icon 128x128 via tools/normalize_art.py)
assets/art/gear/slot_HEAD.png,assets/incoming/ravenmore-fantasy-icon-pack/128/helmet.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.slot.HEAD (icon 128x128 via tools/normalize_art.py)
assets/art/gear/slot_LEGS.png,assets/incoming/ravenmore-fantasy-icon-pack/128/shieldSmall.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.slot.LEGS (icon 128x128 via tools/normalize_art.py)
assets/art/gear/slot_WEAPON.png,assets/incoming/ravenmore-fantasy-icon-pack/128/sword.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.slot.WEAPON (icon 128x128 via tools/normalize_art.py)
assets/art/portrait/hero_a.png,assets/incoming/ravenmore-fantasy-portrait-pack/dwarf_m_256.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-portrait-pack-by-ravenmore,2026-09-23,hero.portrait.a (portrait 256x256 via tools/normalize_art.py)
assets/art/portrait/hero_b.png,assets/incoming/ravenmore-fantasy-portrait-pack/human_f_256.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-portrait-pack-by-ravenmore,2026-09-23,hero.portrait.b (portrait 256x256 via tools/normalize_art.py)
assets/art/portrait/marrow.png,assets/incoming/ravenmore-fantasy-portrait-pack/gnome_m_256.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-portrait-pack-by-ravenmore,2026-09-23,npc.portrait.marrow (portrait 256x256 via tools/normalize_art.py)
assets/art/rarity/common.png,assets/incoming/jwbjerk-painterly-spell-icons/part-3/frame-0-grey.png,J. W. Bjerk (eleazzaar),CC-BY-3.0,https://opengameart.org/content/painterly-spell-icons-part-1,2026-09-23,rarity.frame.common (frame 256x256 via tools/normalize_art.py)
assets/art/rarity/epic.png,assets/incoming/jwbjerk-painterly-spell-icons/part-3/frame-0-royal.png,J. W. Bjerk (eleazzaar),CC-BY-3.0,https://opengameart.org/content/painterly-spell-icons-part-1,2026-09-23,rarity.frame.epic (frame 256x256 via tools/normalize_art.py)
assets/art/rarity/rare.png,assets/incoming/jwbjerk-painterly-spell-icons/part-3/frame-0-sky.png,J. W. Bjerk (eleazzaar),CC-BY-3.0,https://opengameart.org/content/painterly-spell-icons-part-1,2026-09-23,rarity.frame.rare (frame 256x256 via tools/normalize_art.py)
assets/art/rarity/uncommon.png,assets/incoming/jwbjerk-painterly-spell-icons/part-3/frame-0-jade.png,J. W. Bjerk (eleazzaar),CC-BY-3.0,https://opengameart.org/content/painterly-spell-icons-part-1,2026-09-23,rarity.frame.uncommon (frame 256x256 via tools/normalize_art.py)
assets/art/relic/BLOOD_PRICE.png,assets/incoming/ravenmore-fantasy-icon-pack/128/potionRed.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,relic.BLOOD_PRICE (icon 128x128 via tools/normalize_art.py)
assets/art/relic/BROKEN_SCALE.png,assets/incoming/ravenmore-fantasy-icon-pack/128/heart.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,relic.BROKEN_SCALE (icon 128x128 via tools/normalize_art.py)
assets/art/relic/CHEAT_CUBE.png,assets/incoming/ravenmore-fantasy-icon-pack/128/potionBlue.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,relic.CHEAT_CUBE (icon 128x128 via tools/normalize_art.py)
assets/art/relic/DOMINO.png,assets/incoming/ravenmore-fantasy-icon-pack/128/upg_hammer.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,relic.DOMINO (icon 128x128 via tools/normalize_art.py)
assets/art/relic/ECHO_MIRROR.png,assets/incoming/ravenmore-fantasy-icon-pack/128/upg_helmet.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,relic.ECHO_MIRROR (icon 128x128 via tools/normalize_art.py)
assets/art/relic/OCTOPUS.png,assets/incoming/ravenmore-fantasy-icon-pack/128/wand.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,relic.OCTOPUS (icon 128x128 via tools/normalize_art.py)
assets/art/ui/button.png,assets/incoming/ravenmore-fantasy-ui-elements/ADOM-OGA-UI-SmartObject.psd,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-ui-elements-by-ravenmore,2026-09-23,ui.frame.button (crop 512x105 via tools/normalize_art.py)
assets/art/ui/card.png,assets/incoming/ravenmore-fantasy-ui-elements/ADOM-OGA-UI-SmartObject.psd,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-ui-elements-by-ravenmore,2026-09-23,ui.frame.card (crop 512x315 via tools/normalize_art.py)
assets/art/ui/face/blod.png,assets/incoming/game-icons/lorc/heart-drop.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/heart-drop.svg,2026-09-24,"ui.face.blod (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/face/eld.png,assets/incoming/game-icons/sbed/fire.svg,Sbed (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/sbed/fire.svg,2026-09-24,"ui.face.eld (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/face/frost.png,assets/incoming/game-icons/lorc/snowflake-2.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/snowflake-2.svg,2026-09-24,"ui.face.frost (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/face/gift.png,assets/incoming/game-icons/lorc/drop.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/drop.svg,2026-09-24,"ui.face.gift (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/face/tomrum.png,assets/incoming/game-icons/lorc/portal.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/portal.svg,2026-09-24,"ui.face.tomrum (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/gearslot/AMULET.png,assets/incoming/game-icons/lorc/gem-pendant.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/gem-pendant.svg,2026-09-24,"ui.gearslot.AMULET (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/gearslot/BACK.png,assets/incoming/ravenmore-fantasy-icon-pack/512/backpack.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,ui.gearslot.BACK (icon 256x256 via tools/normalize_art.py)
assets/art/ui/gearslot/CHEST.png,assets/incoming/ravenmore-fantasy-icon-pack/512/armor.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,ui.gearslot.CHEST (icon 256x256 via tools/normalize_art.py)
assets/art/ui/gearslot/HANDS.png,assets/incoming/ravenmore-fantasy-icon-pack/512/tools.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,ui.gearslot.HANDS (icon 256x256 via tools/normalize_art.py)
assets/art/ui/gearslot/HEAD.png,assets/incoming/ravenmore-fantasy-icon-pack/512/helmet.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,ui.gearslot.HEAD (icon 256x256 via tools/normalize_art.py)
assets/art/ui/gearslot/LEGS.png,assets/incoming/game-icons/delapouite/leg-armor.svg,Delapouite (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/delapouite/leg-armor.svg,2026-09-24,"ui.gearslot.LEGS (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/gearslot/WEAPON.png,assets/incoming/ravenmore-fantasy-icon-pack/512/upg_sword.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,ui.gearslot.WEAPON (icon 256x256 via tools/normalize_art.py)
assets/art/ui/icon/armor.png,assets/incoming/game-icons/sbed/shield.svg,Sbed (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/sbed/shield.svg,2026-09-24,"ui.icon.armor (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/arrow_forward.png,assets/incoming/game-icons/delapouite/plain-arrow.svg,Delapouite (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/delapouite/plain-arrow.svg,2026-09-24,"ui.icon.arrow_forward (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/arrow_left.png,assets/incoming/game-icons/delapouite/plain-arrow.svg,Delapouite (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/delapouite/plain-arrow.svg,2026-09-24,"ui.icon.arrow_left (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/arrow_right.png,assets/incoming/game-icons/delapouite/plain-arrow.svg,Delapouite (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/delapouite/plain-arrow.svg,2026-09-24,"ui.icon.arrow_right (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/attack.png,assets/incoming/game-icons/lorc/crossed-swords.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/crossed-swords.svg,2026-09-24,"ui.icon.attack (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/charge.png,assets/incoming/game-icons/lorc/power-lightning.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/power-lightning.svg,2026-09-24,"ui.icon.charge (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/help.png,assets/incoming/game-icons/sbed/help.svg,Sbed (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/sbed/help.svg,2026-09-24,"ui.icon.help (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/overflow.png,assets/incoming/game-icons/delapouite/split-arrows.svg,Delapouite (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/delapouite/split-arrows.svg,2026-09-24,"ui.icon.overflow (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/pointer.png,assets/incoming/game-icons/delapouite/plain-arrow.svg,Delapouite (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/delapouite/plain-arrow.svg,2026-09-24,"ui.icon.pointer (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/settings.png,assets/incoming/game-icons/lorc/cog.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/cog.svg,2026-09-24,"ui.icon.settings (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/sheet.png,assets/incoming/game-icons/lorc/scroll-unfurled.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/scroll-unfurled.svg,2026-09-24,"ui.icon.sheet (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/icon/undo.png,assets/incoming/game-icons/delapouite/anticlockwise-rotation.svg,Delapouite (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/delapouite/anticlockwise-rotation.svg,2026-09-24,"ui.icon.undo (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/node/boss.png,assets/incoming/game-icons/lorc/crowned-skull.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/crowned-skull.svg,2026-09-24,"ui.node.boss (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/node/combat.png,assets/incoming/game-icons/lorc/crossed-swords.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/crossed-swords.svg,2026-09-24,"ui.node.combat (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/node/elite.png,assets/incoming/game-icons/lorc/horned-skull.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/horned-skull.svg,2026-09-24,"ui.node.elite (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/node/forge.png,assets/incoming/game-icons/lorc/anvil-impact.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/anvil-impact.svg,2026-09-24,"ui.node.forge (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/node/mystery.png,assets/incoming/game-icons/lorc/crystal-ball.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/crystal-ball.svg,2026-09-24,"ui.node.mystery (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/node/rest.png,assets/incoming/game-icons/lorc/campfire.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/campfire.svg,2026-09-24,"ui.node.rest (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/panel.png,assets/incoming/ravenmore-fantasy-ui-elements/ADOM-OGA-UI-SmartObject.psd,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-ui-elements-by-ravenmore,2026-09-23,ui.frame.panel (crop 512x316 via tools/normalize_art.py)
assets/art/ui/slot.png,assets/incoming/kenney-fantasy-ui-borders/PNG/Default/Border/panel-border-005.png,Kenney,CC0-1.0,https://kenney.nl/assets/fantasy-ui-borders,2026-09-23,ui.frame.slot (copy 48x48 via tools/normalize_art.py)
assets/art/ui/slot/anvil.png,assets/incoming/game-icons/lorc/anvil.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/anvil.svg,2026-09-24,"ui.slot.anvil (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/slot/charge.png,assets/incoming/game-icons/lorc/power-lightning.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/power-lightning.svg,2026-09-24,"ui.slot.charge (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/slot/fire.png,assets/incoming/game-icons/sbed/fire.svg,Sbed (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/sbed/fire.svg,2026-09-24,"ui.slot.fire (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/slot/mirror.png,assets/incoming/game-icons/lorc/mirror-mirror.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/mirror-mirror.svg,2026-09-24,"ui.slot.mirror (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/slot/plain.png,assets/incoming/game-icons/lorc/stone-block.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/stone-block.svg,2026-09-24,"ui.slot.plain (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
assets/art/ui/slot/void.png,assets/incoming/game-icons/lorc/vortex.svg,Lorc (game-icons.net),CC-BY-3.0,https://raw.githubusercontent.com/game-icons/icons/master/lorc/vortex.svg,2026-09-24,"ui.slot.void (svg rendered by tools/icons/render_icons.js, icon 256x256 via tools/normalize_art.py)"
